cell_id,cell_label,10X_cell_type,tsne_x,tsne_y
mbifmapp-1,339252,Stromal Associated Endothelial Cells,-108.21136,51.86078
mbilpigg-1,339299,Stromal Associated Fibroblasts,-4.5097494,33.283203
mbingjag-1,339314,T and NK Cells,-49.383877,-127.72819
mbipoekk-1,339336,Macrophages,88.06472,14.113961
mbjacflg-1,339338,Macrophages,-119.26848,36.102894
mbjiaele-1,339390,Stromal Associated Fibroblasts,-166.89577,122.892456
mbjopapj-1,339452,SOX2-OT+ Tumor Cells,108.22084,198.55428
mbkghfim-1,339497,SOX2-OT+ Tumor Cells,128.66284,125.22248
mbkliage-1,339528,Macrophages,-103.78241,64.422585
mbknfioh-1,339547,SOX2-OT+ Tumor Cells,-89.85492,51.107304
mblihmep-1,339630,Stromal Associated Fibroblasts,-112.14597,121.83511
mbljnddg-1,339641,Macrophages,-94.59129,47.061962
mbmbbnke-1,339682,Stromal Associated Endothelial Cells,-120.20591,74.505905
mbmhapkc-1,339721,Stromal Associated Fibroblasts,-32.460365,81.55024
mbmhogab-1,339728,Macrophages,-186.07555,85.61969
mbmhopkb-1,339729,Smooth Muscle Cells,16.333157,8.614406
mbmibeab-1,339731,SOX2-OT+ Tumor Cells,14.734475,6.410473
mbmjcafb-1,339738,Stromal Associated Endothelial Cells,-126.35796,93.21675
mbmkjenp-1,339744,Stromal Associated Endothelial Cells,92.06915,22.804527
mbmlhlbk-1,339752,Stromal Associated Endothelial Cells,-172.17615,112.416214
mbmobgnl-1,339770,SOX2-OT+ Tumor Cells,-110.53811,35.079758
mbmpnfkc-1,339786,Stromal Associated Fibroblasts,-105.591934,92.77044
mbncbmna-1,339796,Macrophages,-97.481415,39.94664
mbncihpf-1,339800,Stromal Associated Endothelial Cells,-186.72447,106.347
mbndbcao-1,339805,Smooth Muscle Cells,-167.26338,75.25606
mbndlnme-1,339810,Macrophages,13.9004135,23.531538
mbnennlj-1,339818,Stromal Associated Endothelial Cells,-114.97957,60.979145
mbngcimo-1,339828,Stromal Associated Endothelial Cells,-187.79271,102.26907
mbnidmid-1,339842,Smooth Muscle Cells,-119.66326,77.60211
mbnlplbi-1,339861,Smooth Muscle Cells,-21.826345,73.08256
mbnojeik-1,339870,Stromal Associated Fibroblasts,-187.94067,78.9359
mboabjmd-1,339877,Stromal Associated Fibroblasts,-113.45192,85.9637
mbobaana-1,339881,Macrophages,-86.29215,45.426167
mbopedbf-1,339967,Stromal Associated Fibroblasts,-104.17803,80.94576
mbopiggp-1,339969,T and NK Cells,-91.6168,35.36861
mbpancoc-1,339978,Stromal Associated Fibroblasts,13.180207,42.5237
mbpdpphk-1,340002,SOX2-OT+ Tumor Cells,5.5411606,49.291927
mbpfgcph-1,340013,Stromal Associated Endothelial Cells,39.381714,76.57067
mbpfkoem-1,340015,Stromal Associated Endothelial Cells,-77.760315,92.797264
mbpgcfhk-1,340017,Stromal Associated Fibroblasts,-103.29152,35.72805
mbphblaf-1,340024,SOX2-OT+ Tumor Cells,79.38091,9.630378
mbplceii-1,340054,T and NK Cells,52.629494,1.2830136
mcaancep-1,340086,Stromal Associated Endothelial Cells,-78.22158,50.881542
mcadddhj-1,340097,Smooth Muscle Cells,-116.694275,67.46956
mcaibnph-1,340122,Smooth Muscle Cells,170.27817,126.341415
mcalncga-1,340144,T and NK Cells,-12.368971,28.328764
mcamhadc-1,340151,T and NK Cells,-90.12205,35.386086
mcanfbgi-1,340157,Malignant Cells Lining Cyst,-10.334824,24.761404
mcbaihhb-1,340175,Stromal Associated Endothelial Cells,-1.375299,44.36062
mcbchmag-1,340190,Smooth Muscle Cells,23.886374,176.56148
mcbhnfpd-1,340225,SOX2-OT+ Tumor Cells,154.00392,26.427977
mcbioadh-1,340230,Stromal Associated Endothelial Cells,-168.25166,69.98073
mcbmfdaj-1,340250,Macrophages,-119.24602,38.58192
mcccocmg-1,340297,SOX2-OT+ Tumor Cells,174.10088,23.404491
mccmopdd-1,340356,Stromal Associated Endothelial Cells,-166.93318,78.48612
mccmpdaa-1,340357,Stromal Associated Fibroblasts,-167.66411,88.09306
mccodhgj-1,340364,Stromal Associated Fibroblasts,-113.21791,111.32121
mcdemcjn-1,340404,SOX2-OT+ Tumor Cells,83.30626,0.103510685
mcdffjhi-1,340407,Macrophages,-100.78422,31.208153
mcdfjmeh-1,340410,SOX2-OT+ Tumor Cells,97.074234,16.136549
mcdknpmf-1,340446,SOX2-OT+ Tumor Cells,3.2506244,38.165264
mcebehem-1,340481,Stromal Associated Endothelial Cells,51.1182,23.997599
mcegefnc-1,340508,Stromal Associated Fibroblasts,-89.223656,52.99159
mcejopah-1,340532,SOX2-OT+ Tumor Cells,16.133745,153.65385
mcejpaoj-1,340533,Stromal Associated Fibroblasts,-115.34199,103.08373
mceldgmb-1,340545,Stromal Associated Endothelial Cells,-20.13941,135.2772
mcfahdhc-1,340584,Macrophages,-102.36537,40.246902
mcfdbifi-1,340603,Smooth Muscle Cells,-40.363174,90.45173
mcfgcbbc-1,340618,Tumor Associated Fibroblasts,-116.516754,61.64702
mcfkcjco-1,340650,Smooth Muscle Cells,-122.787674,72.7436
mcflfppg-1,340658,Smooth Muscle Cells,-75.29848,47.57584
mcfpeppe-1,340684,Stromal Associated Endothelial Cells,111.20104,44.87429
mcgjhapn-1,340751,SOX2-OT+ Tumor Cells,-101.56795,33.950367
mcgnabbd-1,340781,SOX2-OT+ Tumor Cells,93.79769,14.375453
mcgpapdp-1,340799,Macrophages,95.42589,15.157706
mchbklme-1,340825,Smooth Muscle Cells,-103.24394,78.32977
mchdcoip-1,340842,Stromal Associated Endothelial Cells,-51.96661,227.75677
mchedcfj-1,340852,Smooth Muscle Cells,23.65363,42.616043
mchfcmen-1,340856,Smooth Muscle Cells,14.910166,11.995824
mchjgcgd-1,340888,Macrophages,-114.22383,44.62431
mciclkek-1,340943,Tumor Cells,-67.5943,-105.673546
mcicoamj-1,340944,Macrophages,-160.77658,6.682992
mcidcghe-1,340946,Proliferative Tumor Cells,-52.39826,-120.69301
mcifnkdd-1,340967,Smooth Muscle Cells,-4.2671003,139.94296
mcinpkbo-1,341024,T and NK Cells,16.602518,14.050167
mciolbgj-1,341028,T and NK Cells,-98.71239,42.014095
mcjdegok-1,341058,T and NK Cells,-88.29768,45.251614
mcjdlpjp-1,341061,SOX2-OT+ Tumor Cells,-59.111237,115.13493
mcjlocnk-1,341117,Tumor Cells,156.26294,-30.27801
mcjmdihd-1,341118,Macrophages,-98.949814,11.734065
mcjodoil-1,341134,Tumor Cells,-97.13523,-153.48366
mckekdce-1,341169,Tumor Cells,-146.36917,-116.401375
mckepnhm-1,341171,VEGFA+ Tumor Cells,-91.81703,-85.941475
mckhmdng-1,341184,Tumor Cells,-123.557755,-146.79721
mckipjma-1,341191,Tumor Cells,-102.72217,-156.90604
mckjafnh-1,341192,Tumor Cells,-107.88255,-169.53331
mckjdpde-1,341194,Malignant Cells Lining Cyst,-158.23769,16.956041
mckkddmh-1,341199,Tumor Cells,-126.92401,-145.6412
mcklhacf-1,341207,Proliferative Tumor Cells,153.74019,-177.89198
mckpajfg-1,341226,Proliferative Tumor Cells,-172.80383,-79.09372
mclajipk-1,341234,Proliferative Tumor Cells,-90.91338,-87.92222
mcldojef-1,341253,Tumor Cells,-111.25685,-155.36377
mclepgca-1,341265,SOX2-OT+ Tumor Cells,-17.803728,17.701374
mclfmlld-1,341270,Malignant Cells Lining Cyst,-175.2868,-55.002068
mcljkohl-1,341300,T and NK Cells,66.739746,34.14433
mclkbmik-1,341306,Ciliated Epithelial Cells,-52.996582,-115.512024
mcloomfh-1,341330,Proliferative Tumor Cells,-79.26299,-102.29608
mcmakpoi-1,341346,Tumor Cells,-122.348015,-156.39111
mcmeljjg-1,341370,Malignant Cells Lining Cyst,18.65916,48.952843
mcmgmkka-1,341385,Malignant Cells Lining Cyst,53.7793,243.392
mcmjjnck-1,341400,Macrophages,113.20106,-10.319677
mcmkjeai-1,341408,Malignant Cells Lining Cyst,-189.92111,-41.610153
mcmlnoac-1,341418,T and NK Cells,30.619982,168.99521
mcmnigcj-1,341431,Tumor Cells,5.633445,-46.655983
mcncnekh-1,341476,SOX2-OT+ Tumor Cells,-41.865334,162.99323
mcndjdcm-1,341482,Tumor Associated Fibroblasts,-156.2142,8.775773
mcneenbo-1,341487,Macrophages,10.575667,-31.305294
mcnfmejm-1,341495,Macrophages,-136.21176,48.372643
mcnklcfj-1,341537,Malignant Cells Lining Cyst,-128.44733,-6.8829546
mcnlcbhh-1,341538,Tumor Cells,-55.55337,-117.21053
mcpaphpo-1,341678,Proliferative Tumor Cells,-82.95964,-79.49189
mcpgomjf-1,341730,VEGFA+ Tumor Cells,-30.577457,-116.72381
mcphehlb-1,341735,SOX2-OT+ Tumor Cells,138.19658,2.437556
mcphifkl-1,341738,Tumor Cells,-15.63283,-107.30027
mcpljgik-1,341759,Tumor Cells,139.38702,-44.59787
mcpmcfgc-1,341763,Tumor Cells,-92.08497,-134.16576
mdabkdid-1,341798,Pericytes,-97.504684,20.938457
mdakljpa-1,341847,Tumor Associated Fibroblasts,7.6856117,23.603731
mdbaphpn-1,341904,Pericytes,-152.56831,2.7452083
mdbdofho-1,341919,Tumor Associated Endothelial Cells,4.246987,3.6288097
mdbphmfc-1,341986,VEGFA+ Tumor Cells,11.369087,-78.76665
mdcfckpg-1,342024,Proliferative Tumor Cells,-71.31844,-68.00885
mdcibibi-1,342046,SOX2-OT+ Tumor Cells,149.59633,-36.72977
mdcjhnkb-1,342056,Tumor Cells,14.729927,-64.26239
mdckaphf-1,342060,Tumor Cells,2.1949928,-39.561916
mdclcmnb-1,342068,Tumor Cells,9.344148,-67.478035
mdcmbein-1,342081,Tumor Cells,11.941131,-69.23816
mdcmjlhg-1,342087,Tumor Cells,149.59692,-46.06242
mddfebkp-1,342146,Proliferative Tumor Cells,-51.745907,-136.32802
mddfnkjc-1,342149,Proliferative Tumor Cells,25.202183,-81.26069
mddkbccc-1,342175,Macrophages,-76.27277,-103.11216
mdeaeopp-1,342218,Tumor Cells,153.5659,-52.40237
mdeflind-1,342264,T and NK Cells,9.187293,2.7734954
mdejdgdg-1,342292,Macrophages,-140.11525,145.25575
mdekhcnl-1,342304,Tumor Cells,154.11546,-25.290613
mdelfiep-1,342308,Tumor Cells,-125.95824,-55.35179
mdemiken-1,342313,Tumor Associated Fibroblasts,-139.45914,143.74913
mdeogpgd-1,342323,Tumor Cells,-32.701603,-103.99636
mdfanhna-1,342338,SOX2-OT+ Tumor Cells,104.23093,28.481964
mdfciphd-1,342352,Tumor Cells,-5.2548985,-30.583672
mdffonjb-1,342379,Macrophages,-36.590443,132.10263
mdfmpheg-1,342428,T and NK Cells,12.041668,9.242784
mdfnlifo-1,342434,Tumor Associated Endothelial Cells,-111.22064,25.019718
mdgbhjnm-1,342460,Pericytes,-158.62704,-2.7276084
mdgpcbfa-1,342551,Tumor Associated Fibroblasts,-9.769196,63.080643
mdhbbcni-1,342566,Tumor Associated Endothelial Cells,-62.732723,27.152237
mdhclapp-1,342577,Macrophages,-184.16727,20.093517
mdhnfcle-1,342639,Proliferative Tumor Cells,-56.43581,-108.17423
mdianocg-1,342670,Tumor Cells,-55.01809,-120.16578
mdigplhh-1,342712,Macrophages,-124.57091,33.007656
mdijhked-1,342721,Tumor Associated Fibroblasts,-219.39125,11.292176
mdiolmpj-1,342757,Macrophages,-162.87668,10.618629
mdjbfioa-1,342771,Tumor Associated Fibroblasts,-185.70056,-19.229055
mdjbleha-1,342773,Tumor Associated Fibroblasts,-177.82059,-2.7541053
mdjkoafo-1,342834,Tumor Cells,142.60585,-36.878178
mdjlojef-1,342844,Tumor Associated Fibroblasts,-215.09303,18.448751
mdjnppdi-1,342858,Macrophages,-68.31063,26.121292
mdjpabfl-1,342864,Tumor Associated Fibroblasts,-144.74309,36.49246
mdkalbdm-1,342882,Tumor Cells,-39.287544,-82.74949
mdkhohoj-1,342930,Tumor Associated Fibroblasts,-184.54102,80.58347
mdkkfggc-1,342949,Tumor Cells,-25.75002,-37.021446
mdkniepn-1,342973,Stromal Associated Fibroblasts,1.2500396,61.518093
mdlbmijm-1,343001,Malignant Cells Lining Cyst,-179.89188,-43.12627
mdlbpjnl-1,343004,Smooth Muscle Cells,-73.44945,58.709682
mdlenklp-1,343023,Stromal Associated Endothelial Cells,-122.81196,125.59731
mdlkacpp-1,343066,T and NK Cells,-91.11193,33.626865
mdlmncea-1,343085,SOX2-OT+ Tumor Cells,156.51294,33.069546
mdmaoaap-1,343108,Macrophages,-108.58444,39.34086
mdmdioke-1,343125,Smooth Muscle Cells,51.409718,182.01682
mdmhhhcm-1,343149,Stromal Associated Endothelial Cells,-183.12444,69.122765
mdmjbnjo-1,343161,Smooth Muscle Cells,-5.486636,137.50066
mdmjfkei-1,343165,Stromal Associated Fibroblasts,-106.18412,161.34125
mdmmaagn-1,343180,Smooth Muscle Cells,-82.219444,92.03414
mdmmhdej-1,343182,Stromal Associated Endothelial Cells,-130.59422,83.69543
mdmnaelb-1,343186,Macrophages,-159.78943,63.12793
mdnbekja-1,343213,T and NK Cells,57.825665,24.978916
mdngohmn-1,343254,Stromal Associated Fibroblasts,-125.66452,97.278015
mdnhcnjp-1,343256,Stromal Associated Endothelial Cells,-109.16548,104.75653
mdnieibg-1,343260,Stromal Associated Endothelial Cells,-83.800545,80.90821
mdnikfgk-1,343264,Stromal Associated Endothelial Cells,-121.88483,76.951324
mdnjooij-1,343273,Macrophages,-98.088974,70.0297
mdnnmoim-1,343304,Stromal Associated Fibroblasts,-170.55533,73.14212
mdnolppi-1,343310,Smooth Muscle Cells,-97.4663,153.43845
mdobibmn-1,343328,Stromal Associated Endothelial Cells,-36.525032,83.604416
mdocpbjn-1,343339,Stromal Associated Fibroblasts,-49.38977,190.12294
mdodppfl-1,343348,SOX2-OT+ Tumor Cells,173.11707,63.40929
mdoihfcf-1,343375,Smooth Muscle Cells,-31.35076,106.9515
mdojonaf-1,343386,Smooth Muscle Cells,-78.92387,175.13635
mdolihbb-1,343400,Stromal Associated Endothelial Cells,-166.25179,81.740234
mdonboih-1,343413,Proliferative Tumor Cells,-171.98744,-73.84191
mdpepipb-1,343467,Tumor Cells,-34.857227,-36.656834
mdpidkeb-1,343488,SOX2-OT+ Tumor Cells,-19.121712,248.52611
meaaodhj-1,343532,Tumor Associated Endothelial Cells,-47.978394,44.16577
meabpnbk-1,343538,SOX2-OT+ Tumor Cells,113.166466,54.73796
meahhpin-1,343580,Tumor Associated Fibroblasts,-157.95497,21.966516
meaneomj-1,343625,VEGFA+ Tumor Cells,-90.220245,16.841036
meaooijm-1,343638,Macrophages,-64.609245,25.2208
mebbeoce-1,343660,Tumor Associated Fibroblasts,-221.65273,7.461647
mebbioei-1,343664,Tumor Associated Fibroblasts,-171.35654,43.105686
mebcapdg-1,343667,Tumor Associated Endothelial Cells,-187.89224,28.359968
mebdbjhg-1,343671,Macrophages,-179.40488,42.888687
mebejakj-1,343684,Malignant Cells Lining Cyst,-32.534397,-5.9462943
mebincpb-1,343722,Macrophages,-68.486916,-27.90318
mebjgile-1,343726,Smooth Muscle Cells,9.366879,13.688177
mebnmgaj-1,343749,Stromal Associated Fibroblasts,-105.98891,89.4381
mebpecgc-1,343761,Stromal Associated Endothelial Cells,-95.90653,165.72772
mecaajeg-1,343765,Smooth Muscle Cells,109.875404,64.998955
mecahpaj-1,343773,Stromal Associated Endothelial Cells,-107.928406,-0.13735189
mecccoel-1,343788,Stromal Associated Endothelial Cells,-114.2906,94.6969
mecegmpm-1,343808,Stromal Associated Fibroblasts,-60.103264,102.251526
mecjckei-1,343835,SOX2-OT+ Tumor Cells,70.27153,52.656036
mecjpoeh-1,343840,Stromal Associated Fibroblasts,-185.55717,110.57112
mecncjfo-1,343862,Smooth Muscle Cells,-20.033869,72.919174
medaodnp-1,343886,Stromal Associated Endothelial Cells,61.929493,39.260612
medhaibl-1,343931,Macrophages,-87.19004,133.65353
medpmfkd-1,343986,Smooth Muscle Cells,-5.4373536,193.58755
meeeecdj-1,344021,Stromal Associated Endothelial Cells,-4.4030943,72.80729
meefekko-1,344028,Tumor Associated Endothelial Cells,-177.99068,-37.100285
meegbeob-1,344038,T and NK Cells,91.27606,6.8478293
meelgcha-1,344067,Tumor Cells,129.68071,-11.755092
meepbhhl-1,344086,Macrophages,37.33475,-7.842099
meepkdpp-1,344091,Smooth Muscle Cells,-68.63072,42.777515
mefbcjko-1,344106,Tumor Associated Endothelial Cells,-176.41138,23.30265
mefcniim-1,344118,Macrophages,-146.66624,4.3374314
mefdggkc-1,344124,Tumor Cells,-183.48845,-69.42482
mefecgcj-1,344131,Tumor Associated Fibroblasts,-187.12549,5.3508058
meffnppc-1,344143,Tumor Associated Endothelial Cells,-177.94109,49.383987
mefnjdal-1,344186,Tumor Associated Endothelial Cells,-137.70168,38.906853
meghelfn-1,344245,Macrophages,-77.24741,14.339153
megjddnk-1,344260,Tumor Associated Fibroblasts,-195.2242,29.358673
megkeeeb-1,344269,Tumor Cells,-158.34886,-131.82372
megkoimp-1,344275,Tumor Cells,-137.65314,-144.44966
megobaek-1,344296,Tumor Cells,-148.0835,-69.3733
mehccljd-1,344324,Tumor Cells,-24.680315,-106.94576
mehenkhm-1,344332,Proliferative Tumor Cells,-140.78531,-126.236664
mehgmchk-1,344346,Macrophages,23.826008,-26.847929
mehiblpg-1,344358,Tumor Cells,-98.97533,-85.35253
mehjcnja-1,344366,Tumor Cells,15.731114,-81.62996
mehmgfap-1,344386,Proliferative Tumor Cells,-134.03635,-124.74485
mehmnbmb-1,344389,Tumor Associated Fibroblasts,-179.75838,19.341206
meibonal-1,344427,Tumor Cells,-91.38602,-145.19453
meicbdjj-1,344429,Tumor Cells,-84.40143,-148.76553
meicjblm-1,344431,Tumor Cells,-10.445172,-122.90028
meigghmg-1,344463,Tumor Cells,-167.88364,-116.540955
meikebib-1,344491,Tumor Cells,-86.33387,-109.95667
meikgecc-1,344492,Tumor Cells,13.5728,-78.89376
meimamod-1,344500,Proliferative Tumor Cells,-73.36051,-122.10194
meipbbgo-1,344522,Tumor Cells,-157.21236,-148.51633
mejchkdk-1,344547,Tumor Cells,127.79977,-40.05019
mejhmgnf-1,344568,Tumor Cells,-101.55978,-130.09247
mejlgdma-1,344597,Tumor Cells,-61.433716,-128.54533
mejnckfl-1,344607,Tumor Associated Fibroblasts,-197.64284,21.61677
mekghbgp-1,344682,Tumor Cells,-137.8721,-21.358711
mekjegic-1,344696,Tumor Cells,-86.28526,-144.61472
meklkmao-1,344710,Proliferative Tumor Cells,-77.71656,-107.662895
mekmljdm-1,344718,Proliferative Tumor Cells,-18.314905,-112.28551
mekpkdmo-1,344733,Tumor Associated Fibroblasts,-58.38694,36.20243
melfcdlm-1,344764,Tumor Associated Endothelial Cells,-65.18368,12.300766
meliogoh-1,344786,T and NK Cells,-80.75289,22.856281
memdhdpo-1,344854,Tumor Associated Fibroblasts,-184.66266,32.868
memejhan-1,344860,Proliferative Tumor Cells,-151.09047,-76.404594
memfhkgd-1,344864,Proliferative Tumor Cells,-160.00615,-126.61769
memjgkee-1,344889,Tumor Associated Fibroblasts,-182.78395,34.73537
memjmala-1,344894,Tumor Cells,-16.976719,-126.10313
memkjcnk-1,344901,Proliferative Tumor Cells,-33.4142,-107.56011
memlbapd-1,344903,Tumor Cells,136.89726,-43.272636
mempdimk-1,344937,Pericytes,-176.909,16.787989
menbnmjp-1,344956,VEGFA+ Tumor Cells,11.696909,-46.89423
mengaohf-1,344979,Tumor Associated Fibroblasts,-173.32188,28.547318
menlgmik-1,345012,Tumor Cells,-147.52107,-93.68082
menoboah-1,345025,VEGFA+ Tumor Cells,-76.94128,-131.24458
menpnfli-1,345036,Tumor Cells,-112.00644,-128.16843
meohgcha-1,345084,Proliferative Tumor Cells,-133.32596,-105.529366
meohikpn-1,345086,Proliferative Tumor Cells,-173.32831,-119.13707
meoigaoo-1,345091,VEGFA+ Tumor Cells,-14.61213,-102.32755
meoklpec-1,345105,VEGFA+ Tumor Cells,-80.58418,-123.689835
meonccib-1,345120,Tumor Cells,132.32933,-25.794437
mepanjmd-1,345145,Tumor Cells,-62.379173,-126.23489
mepbocfk-1,345150,Macrophages,-160.49466,88.58037
mepffdhl-1,345169,Smooth Muscle Cells,-54.662407,181.77484
mepjalcl-1,345198,T and NK Cells,60.779804,27.23081
mepkbkfm-1,345204,Macrophages,25.444422,26.833036
mepmjcnl-1,345220,SOX2-OT+ Tumor Cells,-3.7485428,39.164078
mepoejga-1,345230,T and NK Cells,105.80203,54.91279
mfaapdhn-1,345240,T and NK Cells,53.85595,29.325066
mfabilnh-1,345247,Tumor Associated Fibroblasts,-46.274563,170.28435
mfaflckh-1,345271,Tumor Cells,14.616728,-34.109238
mfagjdja-1,345280,Stromal Associated Fibroblasts,19.566164,114.57716
mfalcdkn-1,345301,Macrophages,-96.611084,64.77491
mfaogfom-1,345327,Macrophages,-108.56662,-3.0470731
mfbcnkjo-1,345361,SOX2-OT+ Tumor Cells,155.89792,47.44409
mfbkloof-1,345408,Stromal Associated Fibroblasts,-63.19571,182.85208
mfblcnaa-1,345411,Stromal Associated Fibroblasts,-160.02309,91.10463
mfbndoij-1,345429,T and NK Cells,79.22521,19.95178
mfcalfdc-1,345452,Stromal Associated Endothelial Cells,-61.017647,138.55212
mfcanlcb-1,345455,Smooth Muscle Cells,29.722353,123.56503
mfcdidgo-1,345476,SOX2-OT+ Tumor Cells,48.885372,42.553043
mfcigdeg-1,345506,Tumor Cells,-79.85638,-62.72014
mfcmaljj-1,345533,SOX2-OT+ Tumor Cells,17.208412,41.198338
mfcmfkdl-1,345537,Macrophages,-125.417786,42.038967
mfdakcfi-1,345569,Unassigned,-140.41644,-10.426499
mfddlndb-1,345582,T and NK Cells,-126.41107,39.993755
mfdgcndh-1,345601,Tumor Cells,-107.971504,-97.24362
mfdgnefi-1,345609,Tumor Cells,-110.66551,-91.66289
mfdinapl-1,345623,Proliferative Tumor Cells,-164.82553,-117.374664
mfdjkebf-1,345627,Tumor Cells,-153.93492,-77.59921
mfdoplda-1,345662,Tumor Cells,82.21257,-129.13033
mfecicnh-1,345682,VEGFA+ Tumor Cells,-108.80291,-99.64008
mfedbjed-1,345688,Ciliated Epithelial Cells,-119.89811,-152.74368
mfehdfnk-1,345704,Tumor Cells,142.87442,-20.794464
mfehdkik-1,345705,Proliferative Tumor Cells,-163.44759,-95.90621
mfeijpbg-1,345721,Tumor Associated Endothelial Cells,-163.65785,88.21023
mfekjloo-1,345736,Proliferative Tumor Cells,-131.00879,-50.806835
mfenpfdg-1,345754,Tumor Cells,-75.72037,-97.15703
mfepfagn-1,345768,Tumor Cells,150.53426,-34.539062
mffegjmc-1,345797,Tumor Cells,147.1987,-36.575798
mfffnhdh-1,345801,Proliferative Tumor Cells,-131.26797,-137.65723
mffgkpmn-1,345806,Tumor Cells,4.037734,-26.506706
mffjelha-1,345833,Smooth Muscle Cells,-58.931286,218.10074
mfgcncip-1,345894,Smooth Muscle Cells,-75.165504,85.667366
mfgdahoc-1,345895,Smooth Muscle Cells,-9.379161,146.60356
mfgehhjj-1,345908,Macrophages,-124.08844,55.756332
mfgfklhd-1,345916,VEGFA+ Tumor Cells,142.86855,-34.13637
mfggdjgd-1,345922,Proliferative Tumor Cells,-94.15903,-105.32184
mfggfghc-1,345924,VEGFA+ Tumor Cells,13.667392,-87.95748
mfggilnc-1,345926,VEGFA+ Tumor Cells,-122.29883,-108.831505
mfglnjpa-1,345959,Stromal Associated Endothelial Cells,-117.44418,-23.807743
mfgmcmki-1,345964,Smooth Muscle Cells,52.070442,86.855415
mfgmdkmh-1,345965,Stromal Associated Endothelial Cells,-174.9763,115.509224
mfhdllkd-1,346015,Macrophages,75.85244,28.314857
mfhkianl-1,346055,Proliferative Tumor Cells,-139.48653,-124.6505
mfhkonhc-1,346056,Macrophages,-91.12696,-10.432539
mfhmllpn-1,346068,Tumor Cells,-58.390633,-89.353714
mfhoahea-1,346077,VEGFA+ Tumor Cells,-123.523994,-114.29992
mfhpamof-1,346083,VEGFA+ Tumor Cells,-52.147724,-93.4652
mfibgnll-1,346094,Tumor Associated Fibroblasts,-210.91011,-20.368528
mfieflcj-1,346105,Stromal Associated Endothelial Cells,113.25177,93.87288
mfielnij-1,346108,Macrophages,60.534378,35.291542
mfigoill-1,346122,T and NK Cells,42.445084,26.816639
mfijmdkg-1,346144,Stromal Associated Endothelial Cells,-162.87877,96.00306
mfijoihj-1,346145,SOX2-OT+ Tumor Cells,155.15613,29.563921
mfiomdkn-1,346166,Macrophages,-100.15317,70.95795
mfipgbjc-1,346167,Stromal Associated Fibroblasts,11.398985,40.139942
mfjblaik-1,346179,Smooth Muscle Cells,-185.33598,88.053444
mfjconod-1,346189,Stromal Associated Fibroblasts,-39.068092,83.73915
mfjdnflg-1,346190,Stromal Associated Endothelial Cells,-26.169012,63.961758
mfjeeinb-1,346193,Stromal Associated Endothelial Cells,-82.98658,53.8186
mfjenhhe-1,346195,T and NK Cells,-92.01169,42.95858
mfjiemec-1,346220,Stromal Associated Fibroblasts,-112.93374,92.79929
mfjjaehc-1,346225,Smooth Muscle Cells,-99.45749,215.85506
mfjniapn-1,346251,Smooth Muscle Cells,72.55677,151.61742
mfjoceji-1,346256,Smooth Muscle Cells,-69.484764,140.17531
mfkamekb-1,346272,Stromal Associated Fibroblasts,-103.88243,87.73134
mfkcmamn-1,346285,Stromal Associated Endothelial Cells,-112.78611,84.79842
mfkdjkgm-1,346291,Stromal Associated Endothelial Cells,-101.98178,86.04939
mfkgmigc-1,346313,Stromal Associated Endothelial Cells,-128.1279,95.60478
mfkgolhk-1,346315,SOX2-OT+ Tumor Cells,154.49269,20.453306
mfkhbfep-1,346319,Stromal Associated Endothelial Cells,-126.025604,134.30275
mfkhonke-1,346323,Stromal Associated Endothelial Cells,-137.0023,115.52012
mfkmgbkj-1,346353,SOX2-OT+ Tumor Cells,-6.728215,99.64202
mfkopjdb-1,346364,Smooth Muscle Cells,-81.21554,139.32329
mfkpelim-1,346367,Macrophages,102.556046,31.406752
mflcnemi-1,346387,SOX2-OT+ Tumor Cells,8.021188,58.47598
mflfcaof-1,346413,Smooth Muscle Cells,-116.00206,156.29701
mfllcgij-1,346459,Stromal Associated Fibroblasts,-10.306224,113.786514
mflmfljj-1,346467,Stromal Associated Endothelial Cells,85.11701,57.800007
mfmcmioi-1,346515,Stromal Associated Endothelial Cells,-168.81953,141.32332
mfmdhokk-1,346519,Stromal Associated Endothelial Cells,-130.92332,101.32892
mfmfoopa-1,346539,Smooth Muscle Cells,95.16124,203.42114
mfmheakm-1,346550,Stromal Associated Fibroblasts,-165.89928,102.77887
mfmkifbo-1,346584,Stromal Associated Fibroblasts,-35.251286,96.26458
mfmljkga-1,346590,Macrophages,-100.61574,44.301857
mfmnkfaj-1,346601,Stromal Associated Fibroblasts,-106.03303,83.16546
mfmoenlm-1,346609,Stromal Associated Endothelial Cells,9.650239,104.12943
mfmpgcmh-1,346617,Stromal Associated Endothelial Cells,57.573963,86.912605
mfnbecaf-1,346630,Stromal Associated Endothelial Cells,-29.107727,62.536213
mfnihbbg-1,346687,Stromal Associated Fibroblasts,-112.9241,119.817696
mfnjgcbl-1,346693,Stromal Associated Fibroblasts,-97.949036,99.62651
mfnmdlng-1,346709,Stromal Associated Fibroblasts,-45.29433,201.90997
mfnnjigg-1,346719,Macrophages,-86.12343,65.56469
mfnnphho-1,346722,Smooth Muscle Cells,-81.841934,219.6426
mfnocalj-1,346723,Smooth Muscle Cells,-113.563896,230.03644
mfocfhgp-1,346748,Macrophages,-95.0918,69.32515
mfogmlnh-1,346776,Stromal Associated Endothelial Cells,-119.100525,94.5376
